EXT1,EXT2,EXT3,EXT4,EST1,EST2,EST3,EST4,AGR1,AGR2,AGR3,AGR4,CSN1,CSN2,CSN3,CSN4,OPN1,OPN2,OPN3,OPN4
2.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0
1.0,5.0,3.0,5.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0
4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0
1.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0
2.0,5.0,2.0,5.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0
1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0
1.0,5.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0
3.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0
2.0,1.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0
3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0
3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0
3.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0
3.0,2.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0
2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0
3.0,5.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0
3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0
2.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,5.0,2.0,5.0,1.0,5.0,2.0
2.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0
5.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,1.0
3.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,0.0,2.0,4.0,1.0
1.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0
3.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0
1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0
2.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0
4.0,1.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,1.0
3.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0
1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,5.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0
1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,2.0
4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0
1.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0
3.0,3.0,2.0,4.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,5.0,1.0
1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0
4.0,1.0,4.0,1.0,1.0,4.0,2.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0
1.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0
1.0,4.0,2.0,0.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0
1.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0
2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0
1.0,1.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0
5.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0
3.0,1.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,0.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0
1.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0
3.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0
3.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,5.0,1.0
1.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,4.0,2.0
3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,5.0
5.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0
3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,1.0
4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,0.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0
3.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0
4.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0
2.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0
1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,1.0,5.0,1.0
1.0,2.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0
3.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0
3.0,3.0,2.0,3.0,5.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,2.0
4.0,2.0,3.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0
3.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0
1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,1.0,1.0,3.0
5.0,3.0,4.0,3.0,1.0,5.0,3.0,2.0,1.0,4.0,1.0,4.0,5.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0
1.0,4.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,4.0,2.0
1.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0
2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0
1.0,1.0,4.0,3.0,3.0,1.0,5.0,2.0,4.0,4.0,1.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0
1.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0
1.0,3.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,4.0,4.0
4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0
1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0
1.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0
4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0
3.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0
5.0,2.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0
4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0
4.0,2.0,2.0,3.0,5.0,1.0,5.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0
5.0,1.0,5.0,3.0,3.0,4.0,5.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0
1.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0
2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0
4.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0
3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,4.0
1.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,1.0
1.0,3.0,2.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0
5.0,1.0,5.0,2.0,2.0,4.0,5.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,5.0,1.0
3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0
4.0,3.0,5.0,2.0,5.0,2.0,5.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,5.0,1.0
4.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,2.0
3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0
2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0
2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0
3.0,3.0,0.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0
2.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0
3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0
3.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,2.0
4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0
4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0
2.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,1.0
4.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0
3.0,1.0,3.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,1.0
2.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0
1.0,4.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0
1.0,5.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0
2.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0
3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
3.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,0.0,1.0,5.0,3.0,0.0,1.0,4.0,1.0
5.0,1.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0
4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0
3.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0
5.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0,1.0
4.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0
3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0
3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,2.0,3.0
2.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0
1.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0
3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0
1.0,3.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0
2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0
1.0,2.0,2.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0
3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0
2.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0
1.0,3.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0
1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0
1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0
3.0,1.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
4.0,1.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,2.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0
1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,0.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0
4.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0
3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0
3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0
5.0,1.0,5.0,1.0,3.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0
1.0,4.0,3.0,5.0,1.0,5.0,5.0,2.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,1.0
1.0,5.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0
4.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0
4.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0
3.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0
1.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,5.0,1.0
3.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0
3.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0
3.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0
1.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0
4.0,1.0,3.0,4.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0
3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0
4.0,1.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,2.0,3.0,5.0,4.0,1.0,3.0,2.0,5.0,2.0
2.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,5.0,3.0,4.0,2.0
4.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0
2.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0
4.0,1.0,4.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0
1.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0
3.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0
2.0,2.0,1.0,3.0,5.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0
1.0,4.0,1.0,4.0,5.0,1.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0
1.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,2.0
1.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0
4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0
5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0
3.0,4.0,2.0,4.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,1.0
3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0
1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
4.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,0.0,1.0,4.0,1.0
5.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0
3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
1.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0
3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0
2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0
4.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0
1.0,2.0,2.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0
3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0
